text,mitre_technique_ID,mitre_technique_name
valid accounts,T1078,Valid Accounts
"and protocols, such as for Remote Desktop Protocol",T1021.001,Remote Services: Remote Desktop Protocol
used to download files…,T1105,Ingress Tool Transfer
"The second stage payload, which was later determined to likely be the penetration testing framework ""Brute Ratel,"" was then downloaded via a connection",T1105,Ingress Tool Transfer
“RClone” was downloaded on the file servers,T1105,Ingress Tool Transfer
which allowed the threat actor to move freely between domains.,T1078,Valid Accounts
"Two "".bat"" files were sent throughout the organization.",T1059.003,Command and Scripting Interpreter: Windows Command Shell
"before running the "".cmd"" file contained within the ISO.",T1059.003,Command and Scripting Interpreter: Windows Command Shell
"this CMD file calls the ""db"" file. In both samples,",T1059.003,Command and Scripting Interpreter: Windows Command Shell
""".bat"" files",T1059.003,Command and Scripting Interpreter: Windows Command Shell
"USING "".BAT"" FILES",T1059.003,Command and Scripting Interpreter: Windows Command Shell
"The two "".bat"" files that were sent",T1059.003,Command and Scripting Interpreter: Windows Command Shell
"""cc.bat"" is a simple script",T1059.003,Command and Scripting Interpreter: Windows Command Shell
"""w.bat"" as viewed through the bash command ""cat"":",T1059.003,Command and Scripting Interpreter: Windows Command Shell
"these are the same commands as observed in the "".bat"" files:",T1059.003,Command and Scripting Interpreter: Windows Command Shell
Both were designed to turn off antivirus and anti-malware software.,T1562.001,Impair Defenses: Disable or Modify Tools
""".bat"" files designed to disable Cisco AMP / Microsoft Defender",T1562.001,Impair Defenses: Disable or Modify Tools
"the command ""net stop Cisco AMP"".",T1562.001,Impair Defenses: Disable or Modify Tools
showing the “uninstall” commands for Windows Defender:,T1562.001,Impair Defenses: Disable or Modify Tools
"DISABLING ANTIVIRUS/MALWARE SOFTWARE USING "".BAT"" FILES",T1562.001,Impair Defenses: Disable or Modify Tools
were both designed to turn off Antivirus and Antimalware software.,T1562.001,Impair Defenses: Disable or Modify Tools
designed to stop Cisco AMP.,T1562.001,Impair Defenses: Disable or Modify Tools
Stopping Cisco AMP /  Disabling Microsoft Defender,T1562.001,Impair Defenses: Disable or Modify Tools
"From the two phishing emails, both attachments contain similar malware.",T1566.001,Phishing: Spearphishing Attachment
The phishing attachment was submitted to the target in a response to an ongoing conversation,T1566.001,Phishing: Spearphishing Attachment
"When downloaded, the initial attachment is a local HTML file.",T1027,Obfuscated Files or Information
were able to be decrypted by leveraging the decryption script,T1053.005,Scheduled Task/Job: Scheduled Task
adds itself to a scheduled task.,T1053.005,Scheduled Task/Job: Scheduled Task
The emulated C2 Server is now running an HTTPS server,T1071.001,Application Layer Protocol: Web Protocols
shows that this connection was likely HTTPS,T1071.001,Application Layer Protocol: Web Protocols
the communication is consistent with HTTP/S traffic.,T1071.001,Application Layer Protocol: Web Protocols
on TCP port 2222.,T1095,Non-Application Layer Protocol
most of the connection attempts to the C2 IP’s are conducted over TCP port 443.,T1095,Non-Application Layer Protocol
"Due to TCP port 2222’s common use as an alternate port for SSH communication, the Malware Analyst recorded a manual SSH connection to the emulated C2 host",T1095,Non-Application Layer Protocol
some data exfiltration or interaction with the downloaded second stage from the C2.,T1041,Exfiltration Over C2 Channel
show the transfer of files using SMB.,T1570,Lateral Tool Transfer
Files commonly observed transferred via SMB include,T1570,Lateral Tool Transfer
Showing the Transfer of Cobalt Strike Beacons using RDPClip:,T1570,Lateral Tool Transfer
allows for lateral movement leveraging RPC to create SMB traffic.,T1570,Lateral Tool Transfer
indicating the use of Remote Desktop Protocol.[,T1021.001,Remote Services: Remote Desktop Protocol
Showing the Transfer of Cobalt Strike Beacons using RDPClip:,T1021.001,Remote Services: Remote Desktop Protocol
the use of RDP by the Threat Actor,T1021.001,Remote Services: Remote Desktop Protocol
The second encoded Base64 string was not only base64 but also Gziped for size and obfuscation.,T1027,Obfuscated Files or Information
has some simple but clever obfuscation in place.,T1027,Obfuscated Files or Information
This shows the decoded and uncompressed data.,T1140,Deobfuscate/Decode Files or Information
payload decoder from Github,T1140,Deobfuscate/Decode Files or Information
used to decode the body,T1140,Deobfuscate/Decode Files or Information
"Task manager was then use to reveal the service running on PID 3488,",T1057,Process Discovery
requests using RC4 encryption,T1573.001,Encrypted Channel: Symmetric Cryptography
was abused by the attacker to steal client data.,T1005,Data from Local System
"the malware copied itself to ""$CURRENTUSER\AppData\Roaming\Microsoft\Isoaahffo\djkuuhd.dll,"" as confirmed by the file's hashes shown below, and sets itself to auto run.",T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
"the process imbedded itself into wermgr.exe, the Windows Error Reporting Manager (Process ID 6660).",T1055,Process Injection
"This uses a mixture of disguising the ASCII as UTF-16 via manipulating the start of the file, as well as obfuscating the data using a simple cypher.",T1027,Obfuscated Files or Information
running the malware sets itself up as the service,T1543.003,Create or Modify System Process: Windows Service
"after reaching the local DC, the attacker was able to gain a better lay of the land and observe the presence of the other two domains.",T1078,Valid Accounts
a technique leveraging the Windows Management Instrumentation (WMI) service to execute malicious code.,T1047,Windows Management Instrumentation
indicating that the user deleted the collected data.,T1070.004,Indicator Removal: File Deletion
group utilizes sideloading,T1574.002,Hijack Execution Flow: DLL Side-Loading
DLL for sideloading,T1574.002,Hijack Execution Flow: DLL Side-Loading
The group uses DLL sideloading,T1574.002,Hijack Execution Flow: DLL Side-Loading
detect and remove Alibaba Cloud Security from compromised instances,T1518.001,Software Discovery: Security Software Discovery
relied on their victims to execute the malicious MSI installers,T1204.002,User Execution: Malicious File
uses cmd.exe to download files from Alibaba Cloud Object Storage Service.,T1059.003,Command and Scripting Interpreter: Windows Command Shell
executes OSSUTIL (included in the installer package as ssu.exe) to download files,T1059.003,Command and Scripting Interpreter: Windows Command Shell
use API calls such as VirtualAlloc to load and execute malicious components into memory,T1106,Native API
invokes the Windows API function DisableThreadLibraryCalls,T1106,Native API
create scheduled tasks to achieve persistence,T1053.005,Scheduled Task/Job: Scheduled Task
Create scheduled tasks to execute the loader and updater components,T1053.005,Scheduled Task/Job: Scheduled Task
"scheduled tasks created for the updater,",T1053.005,Scheduled Task/Job: Scheduled Task
four scheduled tasks are created:,T1053.005,Scheduled Task/Job: Scheduled Task
creates a registry Run key to achieve persistence,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
use various encryption algorithms to hide payloads and strings.,T1027,Obfuscated Files or Information
execute an encrypted payload located in the embedded DLL,T1027,Obfuscated Files or Information
"contains an XOR-encrypted payload, divided into three files",T1027,Obfuscated Files or Information
"encrypted with a different, single byte XOR key",T1027,Obfuscated Files or Information
use dynamic API resolution to avoid detection.,T1027,Obfuscated Files or Information
calling an export function of the DLL,T1027,Obfuscated Files or Information
"reconstructs the imports table of the DLL and calls the DllEntryPoint,",T1027,Obfuscated Files or Information
